poly_features,chroma_cens,chroma_cqt,chroma_stft,tempogram,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,spectral_flatness,zero_crossing_rate,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,label
1.3043004770147486,0.2792530894545676,0.6228850680299486,0.4245857397810926,0.2194903526701908,1816.822922643218,1881.5724522990977,3530.467777395773,20.096595410153824,0.00992023479193449,0.09854934948610307,0.084798663854599,-129.6767131576021,126.65184277742149,-40.57626936744676,18.979903623756616,-3.3250854217410937,16.558452554029948,-16.0202718734826,7.7588251555822465,-12.539278318352805,0.22845660000628665,-4.179333241662818,-3.5090268016087145,-7.589965662516555,-0.8030158237596836,-11.243346979079831,-3.540069986081243,-8.795309093646681,-9.034027777211373,-0.3198670019086776,-11.617596922112938,3.6521248592721993,-7.310507917190449,-0.9790570960792803,-3.150448694624588,-7.632284418230373,-0.09287402490831974,-6.543410325176685,0.15128452493261454,-2.760917197763937,1.0118027699901269,blues
1.6279927059739265,0.24824200140686428,0.44161888221799184,0.31414392661862683,0.13557570895888726,1715.076598138964,2136.7538681493284,3718.2103036911585,22.898525855496246,0.021622639149427414,0.06900315368742796,0.15798847377300262,-153.6257344885936,108.93313370088434,6.697573379478808,31.66890653490015,8.612925058328502,8.808425941924737,-1.7126116446327726,-0.7780196813584558,1.1472070831679986,3.4857770383131172,-5.959350290392587,4.140206432863008,-2.3947182817343307,1.079330919534675,-1.0128857514626586,2.7921080109553014,-2.6408000068193327,2.1859086222101025,-5.955409066010922,-2.96005743281921,-1.4674334670420395,2.2148567442598455,-3.8996849894572545,2.0493476663872268,0.789382569099513,1.7982328707622275,-2.26816768442855,-0.974400271356286,-0.6041444001320172,9.062294478794337,blues
2.1820595797689606,0.2605369838936228,0.49310958810857897,0.36545731854070346,0.13241954691588498,2280.22266020583,2254.309393360776,4572.293910480232,21.16667989116602,0.026569221168756485,0.10513637462397937,0.17512673139572144,-113.6513917926572,81.1910603155693,-6.75598390106296,47.10854962650548,-3.8509804850904845,3.9920945326251442,2.7831214699431035,7.452841056719295,-3.9547223957588558,5.211747685458781,-3.3548888792452294,0.9158422642652079,-2.345580365408897,1.7127608409169626,-1.7273997309312938,4.79937882500417,-2.0314579827960886,3.450879139971379,-2.916251623719743,1.4195716356647652,0.17125235372728692,1.4664668646055947,-4.456587348376712,-2.0367243989588237,-6.000281002174857,-2.237405779282221,-3.037853548408744,2.873507098716365,0.2793700722473252,0.7706623242669969,blues
0.3335736331710319,0.2503654225423383,0.46121799441650174,0.3447592771960846,0.18487955186967872,1689.3997256534299,2189.9912370447378,3658.0107866318535,21.52519476085812,0.018774235621094704,0.05561824522453083,0.031290240585803986,-295.7304381312821,111.43483002967885,3.7674443443226493,29.229821801166736,11.692633805763897,6.4545922418878945,-0.8642450330995963,7.370374284702495,-4.085313654530216,2.092942631449156,-4.443281036510855,0.7700456644092876,-1.7359924446339887,-1.414901500158605,-4.146650879195213,0.2936885318410874,-6.5630561554927755,-0.8694390846880192,-3.627192245902001,-1.986747818966274,-6.306846483079914,-0.3503295913331693,-4.783104613160161,1.428377319991327,-3.6027557618504833,-1.2440858545158124,-4.2368043059985325,-2.944716392901928,-7.473575322750196,-0.8022850260848793,blues
1.6124342162184164,0.24938491355051656,0.46052277552633963,0.3979641566707528,0.16584661342239865,2053.6214760262196,2046.7562539781732,4123.5450554167,20.628669033348324,0.03187403455376625,0.10785922406682302,0.1142195537686348,-125.59079262411237,104.78897388818265,-21.934322197351918,38.67993789973169,-0.786178542074338,9.448745598839139,-4.65898426889287,4.453607205051924,-0.8887330808091313,0.17709212918072814,-2.5429969807706923,0.9017104267051186,-5.0808049671809234,0.5540757767859077,-2.1793628073285416,-3.3331036146719373,-7.33884395166011,2.0813374318949633,-4.841077318288023,-2.823362686807966,-2.6800611271723387,2.534662696261969,-0.9652792610813117,1.6812585926329526,-1.3978441788681482,2.6765339709443308,-3.1990904830228195,-0.42066770775300755,-3.409152838502329,3.7643192255662354,blues
0.6587407920505987,0.22976755228345974,0.4046673931143887,0.30471265599548875,0.13703725685094895,1723.290297523088,1984.4003518889954,3583.702975736152,22.226726674283096,0.022906813770532608,0.07083727231810502,0.06133759021759033,-231.91138047283238,114.4627423377566,-13.302320429714994,25.11493267080343,2.223529467831318,8.7775504871051,2.0601855163670733,2.731394682137225,-3.6250755871950475,4.496415041372083,-2.287875448762711,1.846482614190092,-5.222514956673839,2.887377342829688,-2.5990661107628177,-1.591132608240175,-3.272437631800073,-2.8551061331505587,-4.432973538192539,-0.522741197639195,-7.02344646787838,-2.8043424621824835,-4.898045548600693,-1.1508726271101124,-4.44769806002966,-1.6535493276188191,-4.245839565929982,-2.503914958456945,-5.464313820911802,-3.7927666814345593,blues
1.3824828492861414,0.25992360554465765,0.4754761663853101,0.39353420864906347,0.15864450632843935,2215.966716530815,2404.598645103415,4643.978402009706,20.541460982019544,0.02052205614745617,0.09050409166209854,0.11756046861410141,-130.07397822063396,84.64054922626612,-8.387902339994433,34.58848789907187,15.999942612821856,22.23005308613225,8.623836478595306,5.827790083789293,-0.43801816801643945,7.950712510329556,-5.686672902694487,3.8551607567504917,1.1631421365057082,0.8926398907999914,-7.015626837251954,2.514817868276842,-0.6369026774311424,3.3402929796211835,-3.259994377867934,2.4575067276106757,-6.767894981169875,-2.0625516491905125,-5.011118096079023,-0.8911689409908244,-3.1431990013834663,4.12424624864995,-2.4118771251304127,1.7544033043140759,-3.727763006695079,-0.21930760835871552,blues
0.8584210469644945,0.24238459781061084,0.4446352125540533,0.2916463322387941,0.17638889134837304,1770.522554489269,1690.550735242817,3467.9764822837915,23.71260881708859,0.002808671910315752,0.099447446011698,0.0763489305973053,-201.5897601138191,119.03268759560243,-46.41303979304853,48.70294893566857,-10.322637289519976,11.990069144836312,-1.494285176161393,3.478183943944037,1.550856166406181,-5.08093952597587,-4.949773952961855,6.164349790304763,0.37669695595087893,6.721797286302348,-1.3483312634984943,5.736143053707532,-2.0536448199306534,-4.298338888036701,-3.4437288836011306,-6.187463307765782,-5.8785452492146195,3.1463537190184043,0.42209018485642974,-1.8876086702695598,-3.265108609672609,1.7622359720960274,-1.1512505515923341,-4.135993759020444,-2.5610210653147942,2.495257708983806,blues
0.8935128830565661,0.2477521963602715,0.43156929703079555,0.27985937314783266,0.13692915053550506,1759.5994963268731,2054.9956147217886,3466.5399656974523,25.073423491820595,0.018482660874724388,0.07714077336823029,0.0903560072183609,-211.41658218366325,107.46459419416122,-5.760469664140758,13.462444306165425,3.5259655715352936,7.1688247003030074,0.1792462178068333,5.5661788721904975,0.40586017670427205,-3.320316568266427,-10.667482952365425,-3.3535127458108684,-10.265157328806083,-3.7043105564969703,-11.536715971996374,-0.5265015035941311,-9.954674276421974,-2.1787262938307426,-9.667950561000822,-4.195932770211439,-7.149538610838848,-3.817704924046943,-8.177826197840028,1.2880298646720048,-2.7011370536111428,-1.9386505421998677,-2.4265280235927094,-0.19259361346924478,-1.697610117460919,0.42641168382745037,blues
1.118615051535213,0.27888250266675985,0.6275659129664855,0.3922842566430036,0.16443481042422955,2958.5862338367688,2873.258064433276,6574.101216182074,20.197333451106164,0.03955768421292305,0.14412748267869852,0.0871887356042862,-130.92346851934485,67.14550664633892,6.475382285114195,19.857134640763963,9.01008005805546,4.72917912684249,-1.0424428242639954,10.175742007504576,0.5331154681768016,7.348087169234867,-2.1393408755870333,9.277795826275584,-1.4913504591876128,4.841561130518554,-4.012800689731256,-0.7788845312776981,-4.571805519266581,3.5365361566263775,-2.7057980555120236,3.4372798016134603,-4.42064112346433,-0.44111182068123556,-3.0967883938306944,6.572321722627661,-0.6275434570231619,2.5536465682389733,-0.4337854091719681,2.5416030367163134,-6.063135535483795,0.015940479245880927,blues
